ID;Control;Caption1;Caption2;Drawing artist;Copyright;Author1;Author2;Author3;Author4;Year;Title;Journal;Volume;Field0;ControlPublication
199;Fig. 199 Synardisia venosa (Mast.) Lundell, Myrsinaceae;"A: rama con hojas e inflorescencia; B: flor (disectada); C: sección de infrutescencia; D: fruto.";"A, B según V. M. Martínez s.n. [CMC01021] (LAGU); C, D según W. Berendsohn & al. 1703 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
200;Fig. 200 Calyptranthes calderonii Standl., Myrtaceae;"A: rama con hojas e inflorescencias (en botón); B: infrutescencia (inmadura); C: frutos.";"A según E. Sandoval & F. Chinchilla 783 (LAGU); B según G. Davidse & al. 37450 (LAGU); C según R. Villacorta 755 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
201;Fig. 201 Calyptranthes hondurensis Standl., Myrtaceae;"A: rama con hojas e inflorescencias; B: flor; C: infrutescencia.";"A, B según R. A. Carballo & al. 1048 (LAGU); C según J. Monterrosa & al. 1301 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
202;Fig. 202 Eucalyptus camaldulensis Dehnh. , Myrtaceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto.";"A, B según P. Lemus s.n. [WB-01251] (LAGU); C según C. Barrera s.n. [JBL02189] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
203;Fig. 203 Eucalyptus deglupta Blume, Myrtaceae;"A: rama con hojas e inflorescencia; B: sección de inflorescencia; C: fruto.";"A, B según D. Rodríguez & R. G. Cruz 229 (LAGU); C según M. Renderos & al. 526 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
204;Fig. 204 Eugenia austin-smithii Standl., Myrtaceae;"A:  rama con hojas y frutos; B: fruto.";"A según V. M. Martínez s.n. [CMC00332] (LAGU); B según N. Herrera s.n. [JBL03793] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
205;Fig. 205 Eugenia biflora (L.) DC., Myrtaceae;"A: rama con hojas y frutos (en par); B: flor; C: fruto.";"A, C según J. M. Rosales 212 (LAGU); B según S. Castillo & A. Mangandi s.n. [ISF00819] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
206;Fig. 206 Eugenia cacuminum Standl. & Steyerm., Myrtaceae;"A: rama con hojas e inflorescencias; B: flor; C: frutos.";"A, B según R. A. Carballo & H. Castaneda 118 (LAGU); C según J. Monterrosa & al. 220 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
207;Fig. 207 Eugenia costaricensis O.Berg, Myrtaceae;"A: rama con hojas y frutos; B: flor; C: fruto.";"A, C según R. Villacorta & M. Calderón 365 (LAGU); B según E. Sandoval & H. Rivera 1222 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
208;Fig. 208 Eugenia jutiapensis Standl. & Steyerm., Myrtaceae;"A: rama con hojas y fruto; B: flor; C: fruto.";"A según D. Rodríguez 113 (LAGU); B según E. Sandoval & F. Chinchilla 53 (LAGU); C según E. Sandoval & F. Chinchilla 153 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
209;Fig. 209 Eugenia rhombea (O.Berg) Krug & Urb., Myrtaceae;"A: rama con hojas, inflorescencias y flores solitarias; B: flor (los 4 pétalos y un sépalo visibles con puntos traslúcidos de aceites escenciales); C: haz de hoja.";Dibujado según J. M. Rosales 663 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
210;Fig. 210 Eugenia sasoana Standl. & Steyerm., Myrtaceae;"A: rama con hojas y frutos; B: flor; C: fruto.";"A según E. Sandoval & F. Chinchilla 222 (LAGU); B, C según E. Sandoval & F. Chinchilla 500 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
211;Fig. 211 Eugenia shimishito Barrie, Myrtaceae;"A: rama con hojas y flores; B: flor; C: rama con fruto.";"A, B según V. M. Martínez s.n. [CMC00734] (LAGU); C según M. L. Reyna de Aguilar 1415 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
212;Fig. 212 Eugenia venezuelensis O.Berg, Myrtaceae;"A: rama con hojas e inflorescencias; B: flor con bractéolas; C: sección de rama con frutos; D: fruto; E: envés de hoja.";"A, B, E según R. Villacorta & al. 858 (LAGU); C, D según J. M. Rosales 94 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
213;Fig. 213 Myrcianthes fragrans (Sw.) McVaugh, Myrtaceae;"A: rama con hojas e inflorescencias; B: inflorescencia (dicasio trifloro en transición a formar frutos).";Dibujado según V. M. Martínez s.n. [CMC00992] (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
214;Fig. 214 Myrciaria floribunda (H.West ex Willd.) O.Berg, Myrtaceae;"A: rama con hojas y grupos de flores (arreglo glomerulado); B: flor; C: sección de rama con fruto.";"A, B según E. Sandoval & H. Rivera 1315 (LAGU); C según J. M. Rosales 412 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
215;Fig. 215 Psidium friedrichsthalianum (O. Berg) Nied., Myrtaceae;"A: rama con hojas y fruto; B: flor.";"A según A. K. Monro & al. 3458 (LAGU); B según W. Berendsohn & B. Pfeiffer-Berendsohn 366 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
216;Fig. 216 Ugni myricoides (Kunth) O.Berg, Myrtaceae;"A: rama con hojas y flores; B: flor; C: rama con frutos; D: fruto.";Dibujado según M. L. Reyna de Aguilar 1456 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
217;Fig. 217 Grajalesia fasciculata (Standl.) Miranda, Nyctaginaceae;"A: rama con hojas; B: sección de rama con inflorescencias masculinas; C: flor estaminada; D: sección de rama con infrutescencia.";"A según J. L. Linares & C. A. Martínez 550 [JBL04158] (LAGU); B, C según J. L. Linares & C. A. Martínez 3248 [JBL01926] (LAGU); D según J. L. Linares & C. A. Martínez 3264 [JBL01816] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
218;Fig. 218 Guapira witsbergeri Lundell, Nyctaginaceae;"A: rama con hojas e inflorescencias; B: flor (corola disectada); C: infrutescencia.";"A, B según E. Sandoval & F. Chinchilla 347 (LAGU); C según E. Sandoval 1238 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
219;Fig. 219 Pisonia aculeata L., Nyctaginaceae;"A: rama con hojas e inflorescencia femenina; B: parte de inflorescencia masculina; C: flor estaminada; D: inflorescencia femenina; E: flor pistilada; F: fruto.";"A, D, E según A. Sermeño 122 [JBL01039] (LAGU); B, C según S. Castillo s.n. [ISF00433] (LAGU); F según F. Chinchilla & R. A. S. s.n. [ISB00193] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
220;Fig. 220 Pisonia donnellsmithii Heimerl ex Standl., Nyctaginaceae;"A: rama con hojas e infrutescencia; B: fruto.";Dibujado según E. Sandoval & F. Chinchilla 92 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
221;Fig. 221 Pisonia macranthocarpa (Donn.Sm.) Donn.Sm., Nyctaginaceae;"A: rama con hojas e inflorescencia masculina; B: flor estaminada; C: fruto con hileras de glándulas; D: envés de hoja.";"A, B, D según V. M. Martínez s.n. [CMC00050] (LAGU); C según V. M. Martínez s.n. [CMC00373] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
222;Fig. 222 Ouratea lucens (Kunth) Engl., Ochnaceae;"A: rama con hojas e inflorescencia; B: flor; C: frutos con receptáculo fructífero.";"A, B según A. Sermeño 28 [JBL00935] (LAGU); C según E. Sandoval & R. Chinchilla 1006 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
223;Fig. 223 Heisteria povedae Q.Jiménez & S.Knapp , Olacaceae;"A: rama con hojas y cálices persistentes (de frutos deciduos); B: fruto.";"A según E. Sandoval 1817 (LAGU); B según E. Sandoval & F. Chinchilla 281 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
224;Fig. 224 Schoepfia vacciniiflora Planch. ex Hemsl., Olacaceae;"A: rama con hojas e inflorescencias; B: flor (corola disectada); C: sección de rama con fruto.";"A, B según A. K. Monro & al. 3433 (LAGU); C según E. Sandoval & F. Chinchilla 593 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
225;Fig. 225 Forestiera rhamnifolia var. pilosa Stearn , Oleaceae;"A: rama con hojas; B: sección de infrutescencia (un solo fruto restante).";Dibujado según E. Sandoval 1239 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
226;Fig. 226 Fuchsia encliandra subsp. tetradactyla (Lindl.) Breedlove, Onagraceae;"A: rama con hojas, frutos y botones de flores (todavía no péndulos); B: flor pistilada (péndula en la ántesis); C: sección de rama con frutos.";Dibujado según D. Rodríguez & al. 978 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
227;Fig. 227 Fuchsia paniculata Lindl. subsp. paniculata, Onagraceae;"A: rama con hojas e inflorescencias; B: flor; C: rama con infrutescencia.";"A, B según D. Rodríguez & al. 755 (LAGU); C según R. Villacorta & W. Berendsohn s.n. [JBL00632] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
228;Fig. 228 Hauya elegans subsp. cornuta (Hemsl.) P.H.Raven & Breedlove, Onagraceae;"A: rama con hojas y flores (cerradas en el día); B: flor; C: sección de rama con fruto; D: envés de hoja; E: margen de hoja.";"A, B, D, E según M. Renderos & R. Escobar 140 (LAGU); C según M. L. Reyna de Aguilar 1401 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
229;Fig. 229 Hauya elegans subsp. lucida (Donn.Sm. & Rose) P.H.Raven & Breedlove, Onagraceae;"A: rama con hojas y flores (abiertas a la puesta del sol); B: sección de rama con fruto.";"A según G. Cerén & A. Estrada 292 [JBL05929] (LAGU); B según D. Rodríguez & J. Monterrosa 825 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
